date,code,buy_price,close_price,daily_ret_pct,pnl_pct,action
2026-05-18,600396,10.13,15.69,-2.76,72.06,
2026-05-18,002918,18.63,16.77,-2.76,,
2026-05-18,600379,18.31,16.79,-2.76,1.91,
2026-05-18,603095,24.28,24.08,-2.76,-0.82,SELL
2026-05-18,600156,14.88,13.1,-2.76,-11.96,SELL
2026-05-19,002971,,38.52,7.51,,
2026-05-19,002491,22.88,23.69,7.51,3.54,
2026-05-19,300632,,42.24,7.51,,
2026-05-19,002552,,38.87,7.51,,
2026-05-19,002208,,25.12,7.51,,
2026-05-19,002918,18.63,16.77,7.51,-9.98,SELL
2026-05-19,600379,18.31,16.79,7.51,-8.3,SELL
2026-05-19,600396,10.13,15.69,7.51,54.89,SELL
2026-05-20,002491,22.88,24.15,0.25,3.54,
2026-05-20,300721,,32.8,0.25,,
2026-05-20,300632,33.34,39.29,0.25,26.69,
2026-05-20,002552,38.39,37.4,0.25,1.25,
2026-05-20,002208,23.5,25.88,0.25,6.89,
2026-05-20,002971,37.93,38.52,0.25,1.56,SELL
2026-05-21,600530,,6.84,-5.95,,
2026-05-21,300632,33.34,35.66,-5.95,17.85,
2026-05-21,002552,38.39,36.2,-5.95,-2.58,
2026-05-21,002208,23.5,23.29,-5.95,10.13,
2026-05-21,603316,,27.25,-5.95,,
2026-05-21,002491,22.88,24.15,-5.95,5.55,SELL
2026-05-21,300721,33.31,32.8,-5.95,-1.53,SELL
2026-05-22,300632,33.34,36.68,4.18,6.96,
2026-05-22,002552,38.39,39.82,4.18,-5.7,
2026-05-22,603316,25.4,26.9,4.18,7.28,
2026-05-22,600903,,10.42,4.18,,
2026-05-22,002208,23.5,23.29,4.18,-0.89,SELL
2026-05-22,600530,8.0,6.84,4.18,-14.5,SELL
2026-05-25,603938,,47.73,1.21,,
2026-05-25,000417,,10.35,1.21,,
2026-05-25,300632,33.34,38.06,1.21,10.02,
2026-05-25,002552,38.39,43.8,1.21,3.72,
2026-05-25,603316,25.4,25.76,1.21,5.91,
2026-05-25,600903,9.65,10.42,1.21,7.98,SELL
2026-05-26,603938,49.68,43.86,-1.98,-3.93,
2026-05-26,000417,9.92,9.32,-1.98,4.33,
2026-05-26,002552,38.39,48.18,-1.98,14.09,
2026-05-26,603316,25.4,23.18,-1.98,1.42,
2026-05-26,603936,,26.24,-1.98,,
2026-05-26,300632,33.34,38.06,-1.98,14.16,SELL
2026-05-27,600172,,13.27,0.73,,
2026-05-27,002552,38.39,50.53,0.73,25.5,
2026-05-27,002782,,30.14,0.73,,
2026-05-27,603936,25.21,24.12,0.73,4.09,
2026-05-27,603938,49.68,43.86,0.73,-11.71,SELL
2026-05-27,000417,9.92,9.32,0.73,-6.05,SELL
2026-05-27,603316,25.4,23.18,0.73,-8.74,SELL
2026-05-28,603938,,42.96,3.71,,
2026-05-28,600172,13.3,14.6,3.71,-0.23,
2026-05-28,000509,,5.73,3.71,,
2026-05-28,002782,28.54,29.96,3.71,5.61,
2026-05-28,603936,25.21,25.42,3.71,-4.32,
2026-05-28,002552,38.39,50.53,3.71,31.62,SELL
2026-05-29,600172,13.3,14.08,-9.13,9.77,
2026-05-29,000509,5.72,5.16,-9.13,0.17,
2026-05-29,603989,,35.81,-9.13,,
2026-05-29,002782,28.54,27.72,-9.13,4.98,
2026-05-29,603936,25.21,23.98,-9.13,0.83,
2026-05-29,603938,43.0,42.96,-9.13,-0.09,SELL
2026-06-01,600172,13.3,13.47,-3.74,5.86,
2026-06-01,603989,37.1,32.23,-3.74,-3.48,
2026-06-01,002782,28.54,26.99,-3.74,-2.87,
2026-06-01,600234,,25.66,-3.74,,
2026-06-01,603936,25.21,22.36,-3.74,-4.88,
2026-06-01,000509,5.72,5.16,-3.74,-9.79,SELL
2026-06-02,002579,,20.76,3.57,,
2026-06-02,300721,,31.96,3.57,,
2026-06-02,600172,13.3,13.9,3.57,1.28,
2026-06-02,002951,,21.34,3.57,,
2026-06-02,002782,28.54,26.37,3.57,-5.43,
2026-06-02,603989,37.1,32.23,3.57,-13.13,SELL
2026-06-02,600234,25.69,25.66,3.57,-0.12,SELL
2026-06-02,603936,25.21,22.36,3.57,-11.31,SELL
2026-06-03,002579,19.16,19.45,2.89,8.35,
2026-06-03,600172,13.3,15.04,2.89,4.51,
2026-06-03,002951,19.21,22.54,2.89,11.09,
2026-06-03,603890,,31.33,2.89,,
2026-06-03,000601,,9.3,2.89,,
2026-06-03,002782,28.54,26.37,2.89,-7.6,SELL
2026-06-03,300721,32.97,31.96,2.89,-3.06,SELL
2026-06-04,002579,19.16,20.61,2.45,1.51,
2026-06-04,600367,,46.98,2.45,,
2026-06-04,600172,13.3,14.48,2.45,13.08,
2026-06-04,603890,31.59,29.36,2.45,-0.82,
2026-06-04,000601,8.77,8.6,2.45,6.04,
2026-06-04,002951,19.21,22.54,2.45,17.33,SELL
2026-06-05,002579,19.16,18.69,-2.3,7.57,
2026-06-05,002971,,39.3,-2.3,,
2026-06-05,600367,45.24,49.5,-2.3,3.85,
2026-06-05,600172,13.3,13.43,-2.3,8.87,
2026-06-05,002951,,22.31,-2.3,,
2026-06-05,000601,8.77,8.6,-2.3,-1.94,SELL
2026-06-05,603890,31.59,29.36,-2.3,-7.06,SELL
