日期,排名,代码,名称,T日价,评分,T+1,T+2,T+3,T+4,T+5
2026-04-17,1,605287,德才股份,45.17,86.0,+4.38%,+7.42%,+4.65%,+1.62%,-0.82%
2026-04-17,2,600032,浙江新能,9.75,82.2,+1.23%,+11.38%,+16.41%,+23.49%,+11.28%
2026-04-17,3,002149,西部材料,54.8,82.2,+10.00%,+11.92%,+16.97%,+17.39%,+5.66%
2026-04-17,4,002771,真视通,18.52,80.6,-0.92%,-5.35%,-6.43%,-13.50%,-18.20%
2026-04-17,5,605366,宏柏新材,13.45,80.2,+0.07%,+3.79%,+5.87%,+0.45%,+0.15%
2026-04-20,1,605287,德才股份,47.15,86.0,+2.91%,+0.25%,-2.65%,-4.98%,+4.52%
2026-04-20,2,002843,泰嘉股份,27.98,86.0,-4.65%,-4.82%,-6.83%,-4.72%,-4.50%
2026-04-20,3,002536,飞龙股份,40.96,86.0,-6.01%,-2.73%,-6.96%,-6.25%,-9.52%
2026-04-20,4,002771,真视通,18.35,80.6,-4.47%,-5.56%,-12.70%,-17.44%,-16.84%
2026-04-20,5,605366,宏柏新材,13.46,80.2,+3.71%,+5.79%,+0.37%,+0.07%,-2.01%
2026-04-21,1,000539,粤电力Ａ,6.39,89.7,+2.50%,+11.89%,+2.66%,+7.82%,+13.77%
2026-04-21,2,605287,德才股份,48.52,86.0,-2.58%,-5.40%,-7.67%,+1.57%,+11.73%
2026-04-21,3,002843,泰嘉股份,26.68,86.0,-0.19%,-2.29%,-0.07%,+0.15%,-3.49%
2026-04-21,4,600032,浙江新能,10.86,86.0,+4.51%,+10.87%,-0.09%,+0.09%,-3.22%
2026-04-21,5,002536,飞龙股份,38.5,86.0,+3.48%,-1.01%,-0.26%,-3.74%,-5.17%
2026-04-22,1,000539,粤电力Ａ,6.55,89.7,+9.16%,+0.15%,+5.19%,+10.99%,+6.87%
2026-04-22,2,002843,泰嘉股份,26.63,86.0,-2.10%,+0.11%,+0.34%,-3.30%,-2.52%
2026-04-22,3,600032,浙江新能,11.35,86.0,+6.08%,-4.41%,-4.23%,-7.40%,-9.25%
2026-04-22,4,002536,飞龙股份,39.84,86.0,-4.34%,-3.61%,-6.98%,-8.36%,-8.79%
2026-04-22,5,002342,巨力索具,20.15,81.0,-5.91%,-5.46%,-8.59%,-8.29%,-6.20%
2026-04-23,1,002952,亚世光电,26.58,86.9,+1.32%,+8.43%,+5.12%,+5.98%,+3.65%
2026-04-23,2,002843,泰嘉股份,26.07,86.0,+2.26%,+2.49%,-1.23%,-0.42%,+1.96%
2026-04-23,3,605299,舒华体育,19.64,86.0,+5.60%,+12.27%,+9.32%,+20.26%,+32.28%
2026-04-23,4,600032,浙江新能,12.04,86.0,-9.88%,-9.72%,-12.71%,-14.45%,-18.02%
2026-04-23,5,002536,飞龙股份,38.11,86.0,+0.76%,-2.76%,-4.20%,-4.64%,-5.85%
2026-04-24,1,002952,亚世光电,26.93,86.9,+7.02%,+3.75%,+4.60%,+2.30%,+6.46%
2026-04-24,2,600152,维科技术,12.96,86.0,+10.03%,+21.06%,+11.88%,+14.58%,+16.44%
2026-04-24,3,002843,泰嘉股份,26.66,86.0,+0.23%,-3.41%,-2.63%,-0.30%,+4.24%
2026-04-24,4,605299,舒华体育,20.74,86.0,+6.32%,+3.52%,+13.89%,+25.27%,+25.41%
2026-04-24,5,600032,浙江新能,10.85,86.0,+0.18%,-3.13%,-5.07%,-9.03%,-3.59%
2026-04-27,1,603538,美诺华,56.4,79.0,+6.60%,+15.78%,+10.74%,+21.45%,+9.31%
2026-04-27,2,000546,金圆股份,7.24,72.2,-1.80%,+1.80%,+6.63%,+8.01%,+3.87%
2026-04-27,3,603637,镇海股份,16.28,68.8,+0.06%,-1.29%,+3.69%,+3.32%,+5.41%
2026-04-27,4,600126,杭钢股份,9.43,68.8,-2.97%,-3.82%,-7.32%,-3.18%,+1.27%
2026-04-27,5,000990,诚志股份,12.53,68.5,+5.11%,+3.27%,+0.56%,+0.64%,-8.38%
2026-04-28,1,603538,美诺华,60.12,79.0,+8.62%,+3.89%,+13.94%,+2.54%,+5.95%
2026-04-28,2,605168,三人行,43.54,78.4,+9.99%,+6.73%,+7.76%,+18.53%,+17.94%
2026-04-28,3,002647,仁东控股,12.88,73.0,-2.72%,-3.65%,-2.95%,+6.75%,+7.14%
2026-04-28,4,000546,金圆股份,7.11,72.2,+3.66%,+8.58%,+9.99%,+5.77%,+10.13%
2026-04-28,5,000967,盈峰环境,14.18,65.4,-0.49%,-4.30%,+5.29%,+15.80%,+14.95%
2026-04-29,1,603353,和顺石油,43.73,82.3,-1.67%,+8.16%,+12.53%,+19.37%,+19.30%
2026-04-29,2,605299,舒华体育,23.62,80.2,+9.99%,+10.12%,+10.75%,+14.86%,+6.05%
2026-04-29,3,603906,龙蟠科技,32.99,78.4,+0.55%,+1.85%,-4.21%,-8.70%,-8.76%
2026-04-29,4,605099,共创草坪,44.02,76.2,+10.00%,+12.54%,+15.61%,+14.29%,+16.77%
2026-04-29,5,002647,仁东控股,12.53,73.0,-0.96%,-0.24%,+9.74%,+10.14%,+7.34%
2026-04-30,1,603353,和顺石油,43.0,82.3,+10.00%,+14.44%,+21.40%,+21.33%,+23.95%
2026-04-30,2,605299,舒华体育,25.98,80.2,+0.12%,+0.69%,+4.43%,-3.58%,-3.85%
2026-04-30,3,603906,龙蟠科技,33.17,78.4,+1.30%,-4.73%,-9.20%,-9.26%,-11.15%
2026-04-30,4,605099,共创草坪,48.42,76.2,+2.31%,+5.10%,+3.90%,+6.15%,+5.25%
2026-04-30,5,002647,仁东控股,12.41,73.0,+0.73%,+10.80%,+11.20%,+8.38%,+6.45%
2026-05-06,1,603063,禾望电气,48.17,76.4,+5.13%,+6.68%,+17.36%,+16.50%,+28.15%
2026-05-06,2,603115,海星股份,62.58,76.0,+1.84%,-0.34%,-0.21%,+1.47%,+9.86%
2026-05-06,3,003007,直真科技,49.15,74.3,+3.28%,+5.17%,+2.67%,-0.63%,+9.32%
2026-05-06,4,603985,恒润股份,28.66,73.5,+1.29%,-0.24%,-3.14%,-8.97%,-3.63%
2026-05-06,5,601778,晶科科技,7.15,68.5,+3.78%,+3.36%,+2.10%,-0.70%,-0.14%
2026-05-07,1,002342,巨力索具,22.12,81.3,-0.05%,+0.23%,-7.78%,-7.50%,-9.99%
2026-05-07,2,603002,宏昌电子,15.32,76.5,+0.00%,-0.07%,-1.44%,+5.68%,+6.72%
2026-05-07,3,603063,禾望电气,50.64,76.4,+1.48%,+11.63%,+10.82%,+21.90%,+21.54%
2026-05-07,4,603115,海星股份,63.73,76.0,-2.13%,-2.01%,-0.36%,+7.88%,+10.54%
2026-05-07,5,603985,恒润股份,29.03,73.5,-1.52%,-4.37%,-10.13%,-4.86%,-8.92%
2026-05-08,1,002536,飞龙股份,43.34,86.9,+2.68%,+7.27%,+7.75%,+3.83%,+2.51%
2026-05-08,2,603311,金海高科,23.1,85.7,+10.00%,+21.00%,+23.85%,+35.06%,+36.19%
2026-05-08,3,001287,中电港,29.0,82.4,+6.14%,-0.21%,+3.93%,+3.24%,-1.55%
2026-05-08,4,002256,兆新股份,5.28,81.3,+4.55%,-0.38%,-1.14%,-8.14%,-8.14%
2026-05-08,5,002342,巨力索具,22.11,81.3,+0.27%,-7.73%,-7.46%,-9.95%,-12.12%
2026-05-11,1,002536,飞龙股份,44.5,86.9,+4.47%,+4.94%,+1.12%,-0.16%,+1.19%
2026-05-11,2,002718,友邦吊顶,78.45,86.3,+3.40%,+0.37%,-4.28%,-4.59%,-2.79%
2026-05-11,3,601016,节能风电,5.12,86.0,+0.00%,+9.96%,-0.39%,-1.76%,-2.54%
2026-05-11,4,002256,兆新股份,5.52,81.3,-4.71%,-5.43%,-12.14%,-12.14%,-11.05%
2026-05-11,5,002342,巨力索具,22.17,81.3,-7.98%,-7.71%,-10.19%,-12.36%,-21.11%
2026-05-12,1,002536,飞龙股份,46.49,86.9,+0.45%,-3.20%,-4.43%,-3.14%,-0.26%
2026-05-12,2,002256,兆新股份,5.26,81.3,-0.76%,-7.79%,-7.79%,-6.65%,-5.89%
2026-05-12,3,002342,巨力索具,20.4,81.3,+0.29%,-2.40%,-4.75%,-14.26%,-22.84%
2026-05-12,4,600184,光电股份,29.08,77.2,+0.14%,+0.76%,-3.37%,-6.12%,-7.19%
2026-05-12,5,603002,宏昌电子,15.1,76.5,+7.22%,+8.28%,+0.26%,-0.79%,+4.83%
2026-05-13,1,002843,泰嘉股份,29.93,88.5,-5.95%,-12.60%,-13.83%,-8.75%,-9.86%
2026-05-13,2,002536,飞龙股份,46.7,86.9,-3.64%,-4.86%,-3.58%,-0.71%,+4.99%
2026-05-13,3,601016,节能风电,5.63,86.0,-9.41%,-10.66%,-11.37%,-8.88%,-17.05%
2026-05-13,4,603216,梦天家居,31.97,85.0,-10.01%,-12.57%,-10.13%,-13.48%,-13.51%
2026-05-13,5,603890,春秋电子,21.98,82.4,-5.82%,-8.74%,-9.28%,-7.73%,-9.96%
2026-05-14,1,002843,泰嘉股份,28.15,88.5,-7.07%,-8.38%,-2.98%,-4.16%,-10.41%
2026-05-14,2,601016,节能风电,5.1,86.0,-1.37%,-2.16%,+0.59%,-8.43%,-11.76%
2026-05-14,3,603216,梦天家居,28.77,85.0,-2.85%,-0.14%,-3.86%,-3.89%,-2.99%
2026-05-14,4,603890,春秋电子,20.7,82.4,-3.09%,-3.67%,-2.03%,-4.40%,+0.87%
2026-05-14,5,002805,丰元股份,24.57,81.0,-3.42%,-0.94%,-3.30%,-4.03%,-6.88%
2026-05-15,1,002843,泰嘉股份,26.16,88.5,-1.41%,+4.40%,+3.13%,-3.59%,-0.08%
2026-05-15,2,601016,节能风电,5.03,86.0,-0.80%,+1.99%,-7.16%,-10.54%,-8.15%
2026-05-15,3,603890,春秋电子,20.06,82.4,-0.60%,+1.10%,-1.35%,+4.09%,+14.51%
2026-05-15,4,002805,丰元股份,23.73,81.0,+2.57%,+0.13%,-0.63%,-3.58%,-1.56%
2026-05-15,5,605099,共创草坪,53.56,79.3,-10.01%,-16.09%,-16.86%,-18.78%,-19.17%
2026-05-18,1,600032,浙江新能,11.21,89.7,+1.78%,-5.89%,-2.32%,-7.94%,-11.42%
2026-05-18,2,002805,丰元股份,24.34,81.0,-2.38%,-3.12%,-6.00%,-4.03%,-7.81%
2026-05-18,3,605099,共创草坪,48.2,79.3,-6.76%,-7.61%,-9.75%,-10.19%,-13.26%
2026-05-18,4,002181,粤 传 媒,17.72,79.0,-9.99%,-18.23%,-22.97%,-22.40%,-25.68%
2026-05-18,5,603316,诚邦股份,20.47,79.0,+10.01%,+21.01%,+33.12%,+31.41%,+25.84%
2026-05-19,1,000586,汇源通信,20.57,90.4,-2.87%,-12.59%,-14.34%,-12.54%,-13.76%
2026-05-19,2,600032,浙江新能,11.41,89.7,-7.54%,-4.03%,-9.55%,-12.97%,-18.58%
2026-05-19,3,600310,广西能源,5.62,89.4,-9.79%,-7.47%,-9.25%,-0.18%,-1.60%
2026-05-19,4,603067,振华股份,43.09,81.0,-2.51%,-1.23%,+4.43%,+6.75%,-3.92%
2026-05-19,5,600936,北投科技,5.84,78.4,-9.93%,-0.86%,-1.03%,+4.79%,+0.34%
2026-05-20,1,603067,振华股份,42.01,81.0,+1.31%,+7.12%,+9.50%,-1.45%,-10.69%
2026-05-20,2,001313,粤海饲料,9.79,80.9,-5.62%,-6.33%,-10.93%,-12.16%,-11.85%
2026-05-20,3,600936,北投科技,5.26,78.4,+10.08%,+9.89%,+16.35%,+11.41%,+2.47%
2026-05-20,4,600769,祥龙电业,21.0,77.2,-10.00%,-16.19%,-21.76%,-22.90%,-21.57%
2026-05-20,5,001266,宏英智能,51.41,75.9,-0.49%,+8.05%,+5.19%,+0.47%,-4.96%
2026-05-21,1,002952,亚世光电,29.42,90.7,+4.11%,+4.11%,+9.31%,-1.60%,+2.04%
2026-05-21,2,603067,振华股份,42.56,81.0,+5.73%,+8.08%,-2.73%,-11.84%,-8.46%
2026-05-21,3,001313,粤海饲料,9.24,80.9,-0.76%,-5.63%,-6.93%,-6.60%,-6.60%
2026-05-21,4,600769,祥龙电业,18.9,77.2,-6.88%,-13.07%,-14.34%,-12.86%,-16.56%
2026-05-21,5,001266,宏英智能,51.16,75.9,+8.58%,+5.71%,+0.96%,-4.50%,+3.50%
2026-05-22,1,002993,奥海科技,67.62,81.0,+1.14%,-1.95%,-1.79%,+0.98%,-4.26%
2026-05-22,2,603890,春秋电子,22.97,81.0,+3.79%,+5.66%,-2.26%,-1.83%,+8.01%
2026-05-22,3,603067,振华股份,45.0,81.0,+2.22%,-8.00%,-16.62%,-13.42%,-22.09%
2026-05-22,4,603931,格林达,54.65,81.0,+8.60%,+9.97%,+6.15%,+16.63%,+17.11%
2026-05-22,5,001313,粤海饲料,9.17,80.9,-4.91%,-6.22%,-5.89%,-5.89%,-8.72%
2026-05-25,1,002718,友邦吊顶,88.36,86.0,+2.55%,+0.20%,+2.07%,-1.34%,+4.52%
2026-05-25,2,002993,奥海科技,68.39,81.0,-3.06%,-2.90%,-0.16%,-5.34%,-12.24%
2026-05-25,3,603890,春秋电子,23.84,81.0,+1.80%,-5.83%,-5.41%,+4.07%,+14.47%
2026-05-25,4,603931,格林达,59.35,81.0,+1.26%,-2.26%,+7.40%,+7.83%,+10.88%
2026-05-25,5,001313,粤海饲料,8.72,80.9,-1.38%,-1.03%,-1.03%,-4.01%,-4.24%
2026-05-26,1,002718,友邦吊顶,90.61,86.0,-2.28%,-0.46%,-3.79%,+1.92%,+3.70%
2026-05-26,2,002993,奥海科技,66.3,81.0,+0.17%,+2.99%,-2.35%,-9.47%,-6.49%
2026-05-26,3,603890,春秋电子,24.27,81.0,-7.50%,-7.09%,+2.22%,+12.44%,+23.69%
2026-05-26,4,603931,格林达,60.1,81.0,-3.48%,+6.06%,+6.49%,+9.50%,+2.33%
2026-05-26,5,603303,得邦照明,25.79,78.4,+1.12%,+1.43%,+11.59%,+1.43%,-0.81%
2026-05-27,1,002718,友邦吊顶,88.54,86.0,+1.86%,-1.54%,+4.30%,+6.12%,+4.80%
2026-05-27,2,002993,奥海科技,66.41,81.0,+2.82%,-2.51%,-9.62%,-6.64%,-8.13%
2026-05-27,3,603890,春秋电子,22.45,81.0,+0.45%,+10.51%,+21.56%,+33.72%,+39.55%
2026-05-27,4,603931,格林达,58.01,81.0,+9.88%,+10.33%,+13.45%,+6.02%,+4.09%
2026-05-27,5,603303,得邦照明,26.08,78.4,+0.31%,+10.35%,+0.31%,-1.92%,+4.10%
2026-05-28,1,600744,华银电力,8.76,90.4,+3.42%,-1.48%,+0.80%,+5.02%,+0.34%
2026-05-28,2,002718,友邦吊顶,90.19,86.0,-3.34%,+2.39%,+4.18%,+2.88%,-0.09%
2026-05-28,3,603303,得邦照明,26.16,78.4,+10.02%,+0.00%,-2.22%,+3.78%,+6.12%
2026-05-28,4,002627,三峡旅游,7.03,75.6,+3.98%,+4.13%,+0.85%,+1.85%,+1.42%
2026-05-28,5,002051,中工国际,10.33,75.3,+6.58%,+7.16%,+5.03%,+5.81%,+16.36%
2026-05-29,1,002718,友邦吊顶,87.18,86.0,+5.93%,+7.78%,+6.43%,+3.36%,+0.62%
2026-05-29,2,600982,宁波能源,6.59,77.2,+1.21%,+2.28%,+7.89%,+2.12%,-3.49%
2026-05-29,3,002627,三峡旅游,7.31,75.6,+0.14%,-3.01%,-2.05%,-2.46%,-2.87%
2026-05-29,4,002051,中工国际,11.01,75.3,+0.54%,-1.45%,-0.73%,+9.17%,+6.90%
2026-05-29,5,600996,贵广网络,9.25,75.2,+2.05%,-1.84%,-5.41%,-7.78%,+1.41%
2026-06-01,1,001210,金房能源,33.51,79.3,+10.00%,+7.13%,+4.63%,-25.60%,-31.33%
2026-06-01,2,600596,新安股份,13.26,78.4,-1.28%,+8.60%,+7.99%,+8.67%,+2.41%
2026-06-01,3,600982,宁波能源,6.67,77.2,+1.05%,+6.60%,+0.90%,-4.65%,-9.90%
2026-06-01,4,600246,万通发展,15.84,74.0,-1.39%,+8.27%,+19.13%,+9.79%,+3.85%
2026-06-01,5,603823,百合花,28.07,69.3,+0.71%,+2.46%,-3.60%,+5.52%,+16.07%
2026-06-02,1,603311,金海高科,34.1,86.0,+10.00%,+12.99%,+20.00%,+8.01%,+12.93%
2026-06-02,2,600032,浙江新能,10.92,86.0,+4.67%,-0.46%,-5.77%,-13.19%,-12.55%
2026-06-02,3,002647,仁东控股,12.91,83.3,+0.31%,-1.63%,-6.20%,-9.84%,-4.03%
2026-06-02,4,600982,宁波能源,6.74,77.2,+5.49%,-0.15%,-5.64%,-10.83%,-12.31%
2026-06-02,5,600246,万通发展,15.62,74.0,+9.80%,+20.81%,+11.33%,+5.31%,+7.23%
2026-06-04,1,600596,新安股份,14.32,78.4,+0.63%,-5.17%,+4.33%,+4.26%,-0.14%
2026-06-04,2,000700,模塑科技,17.8,75.3,-2.87%,-7.25%,-9.16%,-14.49%,-17.58%
2026-06-04,3,002580,圣阳股份,23.09,73.3,-5.37%,-9.92%,-7.41%,-10.35%,-11.30%
2026-06-04,4,002072,凯瑞德,8.99,72.2,+1.11%,-4.23%,-3.00%,-2.89%,-2.22%
2026-06-04,5,600246,万通发展,18.87,72.0,-7.84%,-12.82%,-11.23%,-11.87%,-9.17%
2026-06-05,1,600936,北投科技,5.98,86.0,-6.69%,-7.86%,-13.71%,-17.39%,-19.06%
2026-06-05,2,603903,中持股份,12.36,80.2,-3.16%,-3.32%,-5.50%,-5.91%,-6.15%
2026-06-05,3,002515,金字火腿,6.68,78.4,+0.15%,+10.18%,+11.08%,+12.72%,+12.72%
2026-06-05,4,600596,新安股份,14.41,78.4,-5.76%,+3.68%,+3.61%,-0.76%,-0.35%
2026-06-05,5,600769,祥龙电业,16.02,77.2,-2.12%,-1.94%,-1.87%,+2.25%,-1.62%
2026-06-08,1,603903,中持股份,11.97,80.2,-0.17%,-2.42%,-2.84%,-3.09%,+1.59%
2026-06-08,2,603078,江化微,42.84,76.2,+6.07%,+6.68%,+8.22%,-2.61%,-0.19%
2026-06-08,3,603278,大业股份,14.14,75.7,-4.46%,-8.84%,-14.71%,-16.34%,-10.89%
2026-06-08,4,002585,双星新材,11.09,74.3,+10.01%,+21.01%,+11.99%,+4.42%,+14.88%
2026-06-08,5,002971,和远气体,39.63,72.9,+9.99%,+20.99%,+33.11%,+46.43%,+43.28%
2026-06-09,1,002515,金字火腿,7.36,81.0,+0.82%,+2.31%,+2.31%,+12.50%,+23.78%
2026-06-09,2,603903,中持股份,11.95,80.2,-2.26%,-2.68%,-2.93%,+1.76%,+2.68%
2026-06-09,3,002871,伟隆股份,21.58,78.4,-0.51%,-2.69%,-7.32%,-2.59%,-5.19%
2026-06-09,4,000681,视觉中国,24.75,78.4,-3.23%,-12.89%,-13.70%,-10.10%,-13.05%
2026-06-09,5,002733,雄韬股份,35.62,77.2,-9.99%,-11.88%,-3.06%,+5.92%,+2.47%
2026-06-10,1,002515,金字火腿,7.42,81.0,+1.48%,+1.48%,+11.59%,+22.78%,+27.63%
2026-06-10,2,000920,沃顿科技,13.82,78.4,-1.74%,+4.20%,+3.40%,+3.84%,+8.83%
2026-06-10,3,000681,视觉中国,23.95,78.4,-9.98%,-10.81%,-7.10%,-10.15%,-13.74%
2026-06-10,4,603078,江化微,45.7,76.2,+1.44%,-8.71%,-6.43%,+2.93%,+3.46%
2026-06-10,5,603278,大业股份,12.89,75.7,-6.44%,-8.22%,-2.25%,-0.16%,-2.48%
2026-06-11,1,002515,金字火腿,7.53,81.0,+0.00%,+9.96%,+20.98%,+25.76%,+27.89%
2026-06-11,2,600667,太极实业,17.51,79.0,-6.23%,-1.03%,+2.74%,+8.62%,+19.47%
2026-06-11,3,000920,沃顿科技,13.58,78.4,+6.04%,+5.23%,+5.67%,+10.75%,+10.53%
2026-06-11,4,000681,视觉中国,21.56,78.4,-0.93%,+3.20%,-0.19%,-4.17%,+0.65%
2026-06-11,5,603278,大业股份,12.06,75.7,-1.91%,+4.48%,+6.72%,+4.23%,+3.98%
2026-06-12,1,002515,金字火腿,7.53,81.0,+9.96%,+20.98%,+25.76%,+27.89%,+35.72%
2026-06-12,2,600667,太极实业,16.42,79.0,+5.54%,+9.56%,+15.83%,+27.41%,+37.45%
2026-06-12,3,000920,沃顿科技,14.4,78.4,-0.76%,-0.35%,+4.44%,+4.24%,-2.01%
2026-06-12,4,002965,祥鑫科技,39.58,74.7,+2.25%,+8.44%,+7.38%,+10.97%,+9.83%
2026-06-12,5,002407,多氟多,39.67,73.2,+1.18%,-0.86%,-3.02%,-2.24%,+7.54%
2026-06-16,1,002993,奥海科技,71.75,89.1,+1.18%,-4.57%,-10.10%,-12.68%,-11.64%
2026-06-16,2,002654,万润科技,16.88,83.2,+1.07%,+2.31%,+8.41%,+7.64%,+11.61%
2026-06-16,3,603078,江化微,47.04,80.2,+0.51%,-1.70%,-2.49%,-5.82%,-1.89%
2026-06-16,4,000506,招金黄金,15.2,79.6,+1.71%,-3.16%,-1.05%,-10.92%,-13.68%
2026-06-16,5,600667,太极实业,17.99,79.0,+5.73%,+16.29%,+25.46%,+16.29%,+27.90%
2026-06-17,1,002993,奥海科技,72.6,89.1,-5.69%,-11.16%,-13.71%,-12.67%,
2026-06-17,2,603078,江化微,47.28,80.2,-2.20%,-2.98%,-6.30%,-2.39%,
2026-06-17,3,000506,招金黄金,15.46,79.6,-4.79%,-2.72%,-12.42%,-15.14%,
2026-06-17,4,605298,必得科技,53.84,77.2,+1.60%,+4.77%,+6.17%,+6.65%,
2026-06-17,5,603976,XD正川股,27.7,72.2,-7.73%,+1.52%,+1.08%,+5.34%,
2026-06-18,1,002993,奥海科技,68.47,89.1,-5.80%,-8.50%,-7.40%,,
2026-06-18,2,603078,江化微,46.24,80.2,-0.80%,-4.20%,-0.19%,,
2026-06-18,3,603001,奥康国际,11.89,80.0,+6.98%,+8.07%,+18.92%,,
2026-06-18,4,001326,联域股份,73.88,78.4,-5.32%,-8.42%,-11.45%,,
2026-06-18,5,600667,太极实业,20.92,74.3,+7.89%,+0.00%,+9.99%,,
2026-06-22,1,600707,彩虹股份,12.4,92.2,+10.00%,+9.11%,,,
2026-06-22,2,603067,振华股份,39.7,86.9,-1.69%,+6.20%,,,
2026-06-22,3,600531,豫光金铅,14.81,86.0,-2.50%,+6.41%,,,
2026-06-22,4,600078,澄星股份,14.61,85.7,-5.48%,-0.89%,,,
2026-06-22,5,603001,奥康国际,12.72,80.0,+1.02%,+11.16%,,,
2026-06-23,1,603067,振华股份,39.03,86.9,+8.02%,,,,
2026-06-23,2,600531,豫光金铅,14.44,86.0,+9.14%,,,,
2026-06-23,3,600078,澄星股份,13.81,85.7,+4.85%,,,,
2026-06-23,4,002657,中科金财,22.78,78.4,-2.77%,,,,
2026-06-23,5,002747,埃斯顿,38.25,78.4,-1.65%,,,,
2026-06-24,1,603067,振华股份,42.16,86.9,,,,,
2026-06-24,2,002552,宝鼎科技,75.99,86.0,,,,,
2026-06-24,3,002976,瑞玛精密,34.06,86.0,,,,,
2026-06-24,4,600531,豫光金铅,15.76,86.0,,,,,
2026-06-24,5,600078,澄星股份,14.48,85.7,,,,,
