数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-06-03,96,600719,大连热电,2.0,9.19,-1.08
2026-06-03,97,600850,电科数字,2.0,22.87,-10.0
2026-06-03,98,600982,宁波能源,2.0,7.11,5.49
2026-06-03,99,601101,昊华能源,2.0,14.01,5.18
2026-06-03,100,603001,奥康国际,2.0,10.83,3.64
2026-06-03,101,603032,德新科技,2.0,25.23,2.64
2026-06-03,102,603060,国检集团,2.0,7.04,1.29
2026-06-03,103,603439,三力制药,2.0,16.16,-1.64
2026-06-03,104,603533,掌阅科技,2.0,25.23,-3.89
2026-06-03,105,603598,引力传媒,2.0,22.31,-3.0
2026-06-03,106,603608,天创时尚,2.0,19.9,3.06
2026-06-03,107,603618,杭电股份,2.0,43.75,3.57
2026-06-03,108,603682,锦和商管,2.0,8.97,-2.39
2026-06-03,109,603687,大胜达,2.0,18.9,5.65
2026-06-03,110,603919,金徽酒,2.0,21.7,3.04
2026-06-03,111,605198,安德利,2.0,54.91,-1.91
2026-06-03,112,605566,福莱蒽特,2.0,41.0,-2.38
2026-06-03,113,605589,圣泉集团,2.0,54.65,0.98
2026-06-03,114,688352,颀中科技,2.0,22.96,-2.79
