数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-06-11,1,002552,宝鼎科技,6.0,53.37,-10.0
2026-06-11,2,002585,双星新材,6.0,12.42,-7.45
2026-06-11,3,600367,红星发展,6.0,54.03,-8.24
2026-06-11,4,600403,大有能源,6.0,8.05,5.23
2026-06-11,5,603938,三孚股份,6.0,58.97,-1.68
2026-06-11,6,688549,中巨芯,6.0,30.05,19.96
2026-06-11,7,001896,豫能控股,5.0,21.21,0.19
2026-06-11,8,002254,泰和新材,5.0,18.92,10.0
2026-06-11,9,002354,天娱数科,5.0,7.98,-10.03
2026-06-11,10,002971,和远气体,5.0,52.75,10.01
2026-06-11,11,600500,中化国际,5.0,7.21,10.08
2026-06-11,12,603011,合锻智能,5.0,33.6,5.33
2026-06-11,13,603330,天洋新材,5.0,8.84,-1.78
2026-06-11,14,603678,火炬电子,5.0,61.91,10.0
2026-06-11,15,603823,百合花,5.0,42.63,9.84
2026-06-11,16,000048,京基智农,4.0,19.61,9.98
2026-06-11,17,000608,阳光股份,4.0,6.25,-9.94
2026-06-11,18,000759,中百集团,4.0,5.3,-6.19
2026-06-11,19,300334,津膜科技,4.0,12.86,13.01
2026-06-11,20,301013,利和兴,4.0,58.26,-5.88
2026-06-11,21,301313,凡拓数创,4.0,55.61,-20.0
2026-06-11,22,600186,莲花控股,4.0,12.63,8.69
2026-06-11,23,600353,旭光电子,4.0,29.94,9.99
2026-06-11,24,600596,新安股份,4.0,14.3,-4.22
2026-06-11,25,603065,宿迁联盛,4.0,12.36,8.04
2026-06-11,26,603135,中重科技,4.0,12.8,-9.99
2026-06-11,27,603303,得邦照明,4.0,32.0,6.6
2026-06-11,28,603311,金海高科,4.0,38.93,1.04
2026-06-11,29,603661,恒林股份,4.0,36.17,-1.58
2026-06-11,30,605006,山东玻纤,4.0,22.26,5.65
2026-06-11,31,688056,莱伯泰科,4.0,58.44,-4.35
2026-06-11,32,000670,盈方微,3.0,9.42,-2.79
2026-06-11,33,001269,欧晶科技,3.0,28.32,-3.01
2026-06-11,34,001696,宗申动力,3.0,20.96,10.03
2026-06-11,35,002046,国机精工,3.0,57.73,-2.45
2026-06-11,36,002051,中工国际,3.0,11.7,-2.74
2026-06-11,37,002072,凯瑞德,3.0,8.79,0.69
2026-06-11,38,002119,康强电子,3.0,31.2,10.01
2026-06-11,39,002137,实益达,3.0,9.91,-7.38
2026-06-11,40,002515,金字火腿,3.0,7.53,1.48
2026-06-11,41,002645,华宏科技,3.0,30.59,-3.5
2026-06-11,42,002669,康达新材,3.0,17.22,-9.98
2026-06-11,43,002733,雄韬股份,3.0,31.39,-2.09
2026-06-11,44,002747,埃斯顿,3.0,33.35,-6.84
2026-06-11,45,002787,华源控股,3.0,26.1,-3.87
2026-06-11,46,300626,华瑞股份,3.0,36.38,-1.73
2026-06-11,47,300657,弘信电子,3.0,44.01,1.5
2026-06-11,48,300907,康平科技,3.0,44.48,-9.34
2026-06-11,49,300975,商络电子,3.0,38.7,-2.71
2026-06-11,50,301176,逸豪新材,3.0,47.17,-0.9
2026-06-11,51,301188,力诺药包,3.0,54.86,9.81
2026-06-11,52,301458,钧崴电子,3.0,49.97,-3.03
2026-06-11,53,600246,万通发展,3.0,17.14,3.07
2026-06-11,54,600459,贵研铂业,3.0,25.11,9.99
