数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-06-05,76,002051,中工国际,2.0,11.77,-2.08
2026-06-05,77,002056,横店东磁,2.0,29.16,-0.88
2026-06-05,78,002137,实益达,2.0,10.35,-1.8
2026-06-05,79,002348,高乐股份,2.0,13.37,-8.61
2026-06-05,80,002395,双象股份,2.0,15.68,1.82
2026-06-05,81,002404,嘉欣丝绸,2.0,7.22,-2.83
2026-06-05,82,002515,金字火腿,2.0,6.68,-3.47
2026-06-05,83,002608,江苏国信,2.0,9.83,-6.38
2026-06-05,84,002735,王子新材,2.0,18.03,5.32
2026-06-05,85,002771,真视通,2.0,16.29,0.18
2026-06-05,86,002871,伟隆股份,2.0,20.85,-1.6
2026-06-05,87,002903,宇环数控,2.0,47.91,10.01
2026-06-05,88,300163,先锋新材,2.0,6.41,2.23
2026-06-05,89,300265,通光线缆,2.0,24.06,1.52
2026-06-05,90,300319,麦捷科技,2.0,22.28,14.43
2026-06-05,91,300328,宜安科技,2.0,22.12,12.86
2026-06-05,92,300410,正业科技,2.0,12.01,-1.15
2026-06-05,93,300486,东杰智能,2.0,28.15,1.3
2026-06-05,94,300747,锐科激光,2.0,46.33,-1.43
2026-06-05,95,300825,阿尔特,2.0,13.99,-1.34
2026-06-05,96,300897,山科智能,2.0,19.98,-10.72
2026-06-05,97,300956,英力股份,2.0,14.85,-5.65
2026-06-05,98,301067,显盈科技,2.0,36.05,1.66
2026-06-05,99,301115,联检科技,2.0,34.09,-0.03
2026-06-05,100,301197,工大科雅,2.0,30.46,-1.2
2026-06-05,101,301218,华是科技,2.0,42.37,-3.0
2026-06-05,102,301281,科源制药,2.0,43.5,-6.09
2026-06-05,103,301286,侨源股份,2.0,62.03,0.81
2026-06-05,104,301329,信音电子,2.0,29.61,-9.42
2026-06-05,105,301419,阿莱德,2.0,47.08,-1.42
2026-06-05,106,301439,泓淋电力,2.0,20.15,-4.82
2026-06-05,107,301566,达利凯普,2.0,37.28,-3.42
2026-06-05,108,301591,肯特股份,2.0,47.7,-6.85
2026-06-05,109,600032,浙江新能,2.0,10.29,-5.34
2026-06-05,110,600063,皖维高新,2.0,8.22,10.04
2026-06-05,111,600110,诺德股份,2.0,11.29,-2.17
2026-06-05,112,600198,大唐电信,2.0,8.97,-3.03
2026-06-05,113,600237,铜峰电子,2.0,12.07,-1.23
2026-06-05,114,600382,广东明珠,2.0,9.68,10.0
2026-06-05,115,600459,贵研铂业,2.0,24.75,2.1
2026-06-05,116,600516,方大炭素,2.0,5.83,10.0
2026-06-05,117,600737,中粮糖业,2.0,14.47,-1.56
2026-06-05,118,600828,茂业商业,2.0,5.13,3.64
2026-06-05,119,600982,宁波能源,2.0,6.36,-5.5
2026-06-05,120,601101,昊华能源,2.0,13.53,-1.53
2026-06-05,121,601666,平煤股份,2.0,9.67,4.88
2026-06-05,122,603001,奥康国际,2.0,10.6,-1.58
2026-06-05,123,603031,安孚科技,2.0,57.52,-5.63
2026-06-05,124,603032,德新科技,2.0,25.25,4.51
2026-06-05,125,603060,国检集团,2.0,7.22,0.14
2026-06-05,126,603065,宿迁联盛,2.0,9.55,10.02
2026-06-05,127,603078,江化微,2.0,41.56,10.01
2026-06-05,128,603333,尚纬股份,2.0,8.79,2.09
2026-06-05,129,603344,星德胜,2.0,31.08,1.5
2026-06-05,130,603373,安邦护卫,2.0,49.86,0.32
2026-06-05,131,603439,三力制药,2.0,17.0,7.39
2026-06-05,132,603500,祥和实业,2.0,12.23,9.98
2026-06-05,133,603533,掌阅科技,2.0,23.77,-1.41
2026-06-05,134,603598,引力传媒,2.0,21.04,-0.8
2026-06-05,135,603608,天创时尚,2.0,20.69,5.29
2026-06-05,136,603610,麒盛科技,2.0,18.82,-2.59
2026-06-05,137,603618,杭电股份,2.0,41.71,-4.29
2026-06-05,138,603682,锦和商管,2.0,8.61,0.58
2026-06-05,139,603687,大胜达,2.0,18.7,1.08
2026-06-05,140,603757,大元泵业,2.0,54.38,-5.8
2026-06-05,141,603903,中持股份,2.0,12.36,0.32
2026-06-05,142,605162,新中港,2.0,12.3,-3.23
2026-06-05,143,605398,新炬网络,2.0,24.45,-3.7
2026-06-05,144,605566,福莱蒽特,2.0,43.01,7.36
2026-06-05,145,605589,圣泉集团,2.0,52.7,-3.12
2026-06-05,146,688056,莱伯泰科,2.0,48.16,20.01
2026-06-05,147,688352,颀中科技,2.0,19.66,-8.81
2026-06-05,148,688655,迅捷兴,2.0,54.68,-3.56
