数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-05-29,59,000962,东方钽业,2.0,59.66,-10.0
2026-05-29,60,001225,和泰机电,2.0,46.14,-10.01
2026-05-29,61,001269,欧晶科技,2.0,25.77,9.99
2026-05-29,62,001896,豫能控股,2.0,16.37,4.33
2026-05-29,63,002012,凯恩股份,2.0,7.82,-10.01
2026-05-29,64,002015,协鑫能科,2.0,23.38,1.65
2026-05-29,65,002036,联创电子,2.0,9.21,-5.83
2026-05-29,66,002051,中工国际,2.0,11.01,6.58
2026-05-29,67,002056,横店东磁,2.0,25.21,-6.53
2026-05-29,68,002121,科陆电子,2.0,8.28,-2.82
2026-05-29,69,002364,中恒电气,2.0,56.05,-5.24
2026-05-29,70,002453,华软科技,2.0,5.8,-3.97
2026-05-29,71,002606,大连电瓷,2.0,16.44,0.74
2026-05-29,72,002645,华宏科技,2.0,29.47,-5.85
2026-05-29,73,002655,共达电声,2.0,40.52,-4.75
2026-05-29,74,002703,浙江世宝,2.0,18.84,-5.8
2026-05-29,75,002733,雄韬股份,2.0,33.31,-3.06
2026-05-29,76,002741,光华科技,2.0,28.86,-7.38
2026-05-29,77,002771,真视通,2.0,17.48,4.55
2026-05-29,78,002881,美格智能,2.0,45.44,-8.28
2026-05-29,79,002931,锋龙股份,2.0,52.55,-8.39
2026-05-29,80,002976,瑞玛精密,2.0,36.64,-0.89
2026-05-29,81,300163,先锋新材,2.0,6.46,3.19
2026-05-29,82,300184,力源信息,2.0,16.49,-3.79
2026-05-29,83,300222,科大智能,2.0,17.04,2.04
2026-05-29,84,300286,安科瑞,2.0,31.9,-7.08
2026-05-29,85,300410,正业科技,2.0,12.03,-2.35
2026-05-29,86,300593,新雷能,2.0,35.39,-6.35
2026-05-29,87,300679,电连技术,2.0,55.97,-3.43
2026-05-29,88,300715,凯伦股份,2.0,21.37,-1.97
2026-05-29,89,300825,阿尔特,2.0,13.21,-3.72
2026-05-29,90,300853,申昊科技,2.0,37.88,-0.13
2026-05-29,91,300907,康平科技,2.0,43.02,-2.63
2026-05-29,92,301013,利和兴,2.0,44.34,-2.57
2026-05-29,93,301028,鼎熔岩,2.0,20.32,1.7
2026-05-29,94,301081,严牌股份,2.0,19.78,-2.56
2026-05-29,95,301111,粤万年青,2.0,27.21,-2.12
2026-05-29,96,301313,凡拓数创,2.0,47.3,-11.14
2026-05-29,97,301322,绿通科技,2.0,52.01,-12.16
2026-05-29,98,301591,肯特股份,2.0,47.46,10.24
2026-05-29,99,600110,诺德股份,2.0,12.66,9.99
2026-05-29,100,600246,万通发展,2.0,16.17,-3.81
2026-05-29,101,600301,华锡有色,2.0,55.0,-1.56
2026-05-29,102,600310,广西能源,2.0,5.98,3.1
2026-05-29,103,600330,天通股份,2.0,32.73,-4.66
2026-05-29,104,600353,旭光电子,2.0,22.22,-6.68
2026-05-29,105,600367,红星发展,2.0,32.1,-3.37
2026-05-29,106,600520,三佳科技,2.0,31.22,-6.53
2026-05-29,107,600714,金瑞矿业,2.0,29.36,-2.3
2026-05-29,108,600850,电科数字,2.0,24.33,0.12
2026-05-29,109,600982,宁波能源,2.0,6.59,-0.15
2026-05-29,110,600992,贵绳股份,2.0,13.2,1.54
2026-05-29,111,600996,贵广网络,2.0,9.25,-1.7
2026-05-29,112,601016,节能风电,2.0,5.04,3.49
2026-05-29,113,603005,晶方科技,2.0,41.04,-10.0
2026-05-29,114,603032,德新科技,2.0,25.38,-8.34
2026-05-29,115,603070,万控智造,2.0,17.23,0.58
2026-05-29,116,603158,腾龙股份,2.0,14.6,-3.25
2026-05-29,117,603360,百傲化学,2.0,21.45,-6.58
2026-05-29,118,603373,安邦护卫,2.0,43.79,-9.99
2026-05-29,119,603439,三力制药,2.0,16.28,10.0
2026-05-29,120,603601,再升科技,2.0,21.18,-9.99
2026-05-29,121,603608,天创时尚,2.0,18.82,3.18
2026-05-29,122,603678,火炬电子,2.0,48.44,2.39
2026-05-29,123,603823,百合花,2.0,25.52,-9.18
2026-05-29,124,603919,金徽酒,2.0,21.46,5.25
2026-05-29,125,605055,迎丰股份,2.0,14.4,-3.16
2026-05-29,126,605086,龙高股份,2.0,31.1,-5.64
2026-05-29,127,605358,立昂微,2.0,55.38,-6.28
2026-05-29,128,605566,福莱蒽特,2.0,37.95,1.5
2026-05-29,129,688206,概伦电子,2.0,38.37,-8.42
2026-05-29,130,688231,隆达股份,2.0,47.45,-7.56
2026-05-29,131,688360,德马科技,2.0,22.24,-6.52
2026-05-29,132,688403,汇成股份,2.0,21.1,-6.22
2026-05-29,133,688419,耐科装备,2.0,52.56,-10.4
2026-05-29,134,688711,宏微科技,2.0,33.9,-10.51
