数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-06-04,74,002771,真视通,2.0,16.26,-2.87
2026-06-04,75,002871,伟隆股份,2.0,21.19,-6.11
2026-06-04,76,300265,通光线缆,2.0,23.7,0.72
2026-06-04,77,300410,正业科技,2.0,12.15,0.16
2026-06-04,78,300486,东杰智能,2.0,27.79,-1.63
2026-06-04,79,300747,锐科激光,2.0,47.0,-1.82
2026-06-04,80,300825,阿尔特,2.0,14.18,-2.54
2026-06-04,81,300897,山科智能,2.0,22.38,20.0
2026-06-04,82,300956,英力股份,2.0,15.74,-7.95
2026-06-04,83,301067,显盈科技,2.0,35.46,-1.23
2026-06-04,84,301115,联检科技,2.0,34.1,0.47
2026-06-04,85,301218,华是科技,2.0,43.68,5.63
2026-06-04,86,301281,科源制药,2.0,46.32,3.69
2026-06-04,87,301329,信音电子,2.0,32.69,-1.74
2026-06-04,88,301419,阿莱德,2.0,47.76,-5.16
2026-06-04,89,301439,泓淋电力,2.0,21.17,-9.1
2026-06-04,90,301458,钧崴电子,2.0,57.1,10.55
2026-06-04,91,301566,达利凯普,2.0,38.6,0.23
2026-06-04,92,301591,肯特股份,2.0,51.21,-3.41
2026-06-04,93,600032,浙江新能,2.0,10.87,-4.9
2026-06-04,94,600110,诺德股份,2.0,11.54,-4.15
2026-06-04,95,600237,铜峰电子,2.0,12.22,9.99
2026-06-04,96,600330,天通股份,2.0,29.77,-5.49
2026-06-04,97,600459,贵研铂业,2.0,24.24,0.17
2026-06-04,98,600545,卓郎智能,2.0,7.13,-0.7
2026-06-04,99,600737,中粮糖业,2.0,14.7,1.52
2026-06-04,100,600850,电科数字,2.0,20.88,-8.7
2026-06-04,101,600982,宁波能源,2.0,6.73,-5.34
2026-06-04,102,601101,昊华能源,2.0,13.74,-1.93
2026-06-04,103,601666,平煤股份,2.0,9.22,10.02
2026-06-04,104,603001,奥康国际,2.0,10.77,-0.55
2026-06-04,105,603031,安孚科技,2.0,60.95,-3.65
2026-06-04,106,603032,德新科技,2.0,24.16,-4.24
2026-06-04,107,603060,国检集团,2.0,7.21,2.41
2026-06-04,108,603135,中重科技,2.0,12.75,10.01
2026-06-04,109,603439,三力制药,2.0,15.83,-2.04
2026-06-04,110,603533,掌阅科技,2.0,24.11,-4.44
2026-06-04,111,603598,引力传媒,2.0,21.21,-4.93
2026-06-04,112,603608,天创时尚,2.0,19.65,-1.26
2026-06-04,113,603618,杭电股份,2.0,43.58,-0.39
2026-06-04,114,603682,锦和商管,2.0,8.56,-4.57
2026-06-04,115,603687,大胜达,2.0,18.5,-2.12
2026-06-04,116,603919,金徽酒,2.0,19.87,-8.43
2026-06-04,117,605162,新中港,2.0,12.71,10.04
2026-06-04,118,605198,安德利,2.0,54.55,-0.66
2026-06-04,119,605566,福莱蒽特,2.0,40.06,-2.29
2026-06-04,120,605589,圣泉集团,2.0,54.4,-0.46
2026-06-04,121,688352,颀中科技,2.0,21.56,-6.1
