数据日期,排名,股票代码,股票名称,评分,收盘价,近交易日涨跌幅(%)
2026-06-10,63,688323,瑞华泰,3.0,39.9,11.58
2026-06-10,64,688403,汇成股份,3.0,24.55,2.46
2026-06-10,65,000681,视觉中国,2.0,23.95,-3.23
2026-06-10,66,000700,模塑科技,2.0,15.22,-5.88
2026-06-10,67,000859,国风新材,2.0,11.37,1.79
2026-06-10,68,000920,沃顿科技,2.0,13.82,6.47
2026-06-10,69,000970,中科三环,2.0,14.52,10.0
2026-06-10,70,001696,宗申动力,2.0,19.05,8.55
2026-06-10,71,002056,横店东磁,2.0,25.48,-8.44
2026-06-10,72,002119,康强电子,2.0,28.36,10.01
2026-06-10,73,002125,湘潭电化,2.0,18.78,10.02
2026-06-10,74,002138,顺络电子,2.0,58.3,-4.79
2026-06-10,75,002245,蔚蓝锂芯,2.0,20.97,-2.87
2026-06-10,76,002361,神剑股份,2.0,19.1,7.61
2026-06-10,77,002362,汉王科技,2.0,19.76,0.41
2026-06-10,78,002404,嘉欣丝绸,2.0,6.22,-2.51
2026-06-10,79,002575,群兴玩具,2.0,6.18,0.16
2026-06-10,80,002657,中科金财,2.0,20.68,10.0
2026-06-10,81,002735,王子新材,2.0,18.92,4.94
2026-06-10,82,002903,宇环数控,2.0,45.43,-3.34
2026-06-10,83,002960,青鸟智控,2.0,9.28,9.95
2026-06-10,84,003009,中天火箭,2.0,56.87,-3.82
2026-06-10,85,300145,南方泵业,2.0,5.49,-2.31
2026-06-10,86,300162,雷曼光电,2.0,10.8,-1.55
2026-06-10,87,300163,先锋新材,2.0,6.47,-6.77
2026-06-10,88,300221,银禧科技,2.0,16.95,0.12
2026-06-10,89,300304,云意电气,2.0,16.15,-3.29
2026-06-10,90,300319,麦捷科技,2.0,22.08,-8.95
2026-06-10,91,300328,宜安科技,2.0,19.36,-7.19
2026-06-10,92,300382,斯莱克,2.0,15.02,-9.9
2026-06-10,93,300411,金盾股份,2.0,11.02,10.2
2026-06-10,94,300420,五洋自控,2.0,5.95,-3.72
2026-06-10,95,300482,万孚生物,2.0,19.03,-6.94
2026-06-10,96,300486,东杰智能,2.0,25.35,-4.45
2026-06-10,97,300606,金太阳,2.0,39.53,4.03
2026-06-10,98,300715,凯伦股份,2.0,22.96,-2.71
2026-06-10,99,300747,锐科激光,2.0,46.98,4.05
2026-06-10,100,300825,阿尔特,2.0,14.77,-0.2
2026-06-10,101,300897,山科智能,2.0,16.4,-4.87
2026-06-10,102,301067,显盈科技,2.0,32.16,-5.96
2026-06-10,103,301115,联检科技,2.0,32.12,-0.96
2026-06-10,104,301218,华是科技,2.0,41.2,-0.56
2026-06-10,105,301222,浙江恒威,2.0,34.71,-4.72
2026-06-10,106,301231,荣信文化,2.0,36.27,-3.33
2026-06-10,107,301281,科源制药,2.0,45.02,-3.62
2026-06-10,108,301302,华如科技,2.0,32.37,6.17
2026-06-10,109,301419,阿莱德,2.0,40.01,-6.04
2026-06-10,110,301428,世纪恒通,2.0,38.33,-4.34
2026-06-10,111,301566,达利凯普,2.0,33.38,-3.44
2026-06-10,112,600063,皖维高新,2.0,8.41,5.65
2026-06-10,113,600198,大唐电信,2.0,9.3,-0.43
2026-06-10,114,600206,有研新材,2.0,32.24,10.0
2026-06-10,115,600226,亨通股份,2.0,7.79,4.85
2026-06-10,116,600237,铜峰电子,2.0,10.7,-8.55
2026-06-10,117,600345,长江通信,2.0,57.64,-2.06
2026-06-10,118,600382,广东明珠,2.0,8.29,-1.19
2026-06-10,119,600459,贵研铂业,2.0,22.83,-5.27
2026-06-10,120,600505,西昌电力,2.0,14.38,-2.24
2026-06-10,121,600516,方大炭素,2.0,5.67,-2.58
2026-06-10,122,600667,太极实业,2.0,15.92,1.99
2026-06-10,123,601101,昊华能源,2.0,12.64,-7.47
2026-06-10,124,601133,柏诚股份,2.0,29.22,1.99
2026-06-10,125,601666,平煤股份,2.0,9.05,-4.33
2026-06-10,126,603001,奥康国际,2.0,10.64,3.0
2026-06-10,127,603020,爱普股份,2.0,11.97,2.84
2026-06-10,128,603039,泛微网络,2.0,45.7,0.95
2026-06-10,129,603060,国检集团,2.0,7.49,3.31
2026-06-10,130,603082,北自科技,2.0,33.67,-7.01
2026-06-10,131,603090,宏盛股份,2.0,59.79,-2.69
2026-06-10,132,603608,天创时尚,2.0,22.81,6.24
2026-06-10,133,603725,天安新材,2.0,11.44,-3.05
2026-06-10,134,603778,国晟科技,2.0,20.4,2.05
2026-06-10,135,603859,能科科技,2.0,57.65,8.88
2026-06-10,136,603877,太平鸟,2.0,13.38,-1.33
2026-06-10,137,605018,长华集团,2.0,17.79,-10.02
2026-06-10,138,605162,新中港,2.0,9.97,-5.5
2026-06-10,139,605303,园林股份,2.0,26.77,-1.29
2026-06-10,140,605398,新炬网络,2.0,25.14,2.95
2026-06-10,141,605566,福莱蒽特,2.0,44.28,4.19
2026-06-10,142,688206,概伦电子,2.0,38.93,-4.54
2026-06-10,143,688584,上海合晶,2.0,28.94,-0.62
2026-06-10,144,688757,胜科纳米,2.0,41.19,-2.97
2026-06-10,145,688786,悦安新材,2.0,46.9,10.74
