date,rank,code,name,score,close,is_limit_up,is_limit_down
2026-05-26,4,603316,诚邦股份,6.0,23.18,False,True
2026-05-26,5,605006,山东玻纤,5.0,17.92,True,False
2026-05-27,1,002552,宝鼎科技,9.0,50.53,False,False
2026-05-27,2,603779,威龙股份,7.0,11.7,False,False
2026-05-27,3,600172,黄河旋风,6.0,13.27,False,False
2026-05-27,4,603316,诚邦股份,6.0,20.86,False,True
2026-05-27,5,605006,山东玻纤,5.0,18.55,False,False
2026-05-28,1,002552,宝鼎科技,10.0,55.58,True,False
2026-05-28,2,600172,黄河旋风,7.0,14.6,True,False
2026-05-28,3,600396,华电辽能,7.0,19.26,False,False
2026-05-28,4,603779,威龙股份,7.0,10.9,False,False
2026-05-28,5,603316,诚邦股份,6.0,20.18,False,False
2026-05-29,1,002552,宝鼎科技,10.0,57.7,False,False
2026-05-29,2,600172,黄河旋风,7.0,14.08,False,False
2026-05-29,3,600396,华电辽能,7.0,20.03,False,False
2026-05-29,4,000509,华塑控股,5.0,5.16,False,True
2026-05-29,5,603989,艾华集团,5.0,35.81,False,False
2026-06-01,1,002552,宝鼎科技,10.0,57.93,False,False
2026-06-01,2,600172,黄河旋风,7.0,13.47,False,False
2026-06-01,3,600396,华电辽能,6.0,18.5,False,False
2026-06-01,4,300721,怡达股份,5.0,33.4,False,False
2026-06-01,5,603989,艾华集团,5.0,32.23,False,True
2026-06-02,1,002552,宝鼎科技,9.0,60.78,False,False
2026-06-02,2,600172,黄河旋风,7.0,13.9,False,False
2026-06-02,3,002579,中京电子,5.0,20.76,True,False
2026-06-02,4,603311,金海高科,5.0,34.1,True,False
2026-06-02,5,603890,春秋电子,5.0,30.02,True,False
2026-06-03,1,002552,宝鼎科技,8.0,59.47,False,False
2026-06-03,2,600172,黄河旋风,7.0,15.04,False,False
2026-06-03,3,600396,华电辽能,6.0,21.34,True,False
2026-06-03,4,600367,红星发展,5.0,42.72,True,False
2026-06-03,5,603311,金海高科,5.0,37.51,True,False
2026-06-04,1,002552,宝鼎科技,8.0,59.0,False,False
2026-06-04,2,600172,黄河旋风,7.0,14.48,False,False
2026-06-04,3,600367,红星发展,6.0,46.98,True,False
2026-06-04,4,603989,艾华集团,6.0,34.25,True,False
2026-06-04,5,600396,华电辽能,6.0,21.97,False,False
2026-06-05,1,002421,达实智能,9.0,5.21,True,False
2026-06-05,2,002552,宝鼎科技,8.0,58.32,False,False
2026-06-05,3,600172,黄河旋风,7.0,13.43,False,False
2026-06-05,4,603938,三孚股份,6.0,52.82,True,False
2026-06-05,5,600367,红星发展,6.0,49.5,False,False
2026-06-08,1,002421,达实智能,10.0,5.73,True,False
2026-06-08,2,600403,大有能源,6.0,8.95,True,False
2026-06-08,3,600367,红星发展,6.0,52.83,False,False
2026-06-08,4,002552,宝鼎科技,6.0,60.66,False,False
2026-06-08,5,002613,北玻股份,5.0,5.46,True,False
2026-06-09,1,002421,达实智能,10.0,5.7,False,False
2026-06-09,2,600403,大有能源,6.0,8.06,False,True
2026-06-09,3,600367,红星发展,6.0,55.55,False,False
2026-06-09,4,001896,豫能控股,5.0,21.56,True,False
2026-06-09,5,002585,双星新材,5.0,12.2,True,False
2026-06-10,1,002421,达实智能,9.0,5.43,False,False
2026-06-10,2,002585,双星新材,6.0,13.42,True,False
2026-06-10,3,603823,百合花,6.0,38.81,True,False
2026-06-10,4,603938,三孚股份,6.0,59.98,True,False
2026-06-10,5,600403,大有能源,6.0,7.65,False,False
2026-06-11,1,603823,百合花,7.0,42.63,True,False
2026-06-11,2,603678,火炬电子,6.0,61.91,True,False
2026-06-11,3,688549,中巨芯,6.0,30.05,True,False
2026-06-11,4,002585,双星新材,6.0,12.42,False,False
2026-06-11,5,603938,三孚股份,6.0,58.97,False,False
2026-06-12,1,002552,宝鼎科技,7.0,58.62,True,False
2026-06-12,2,603823,百合花,7.0,43.01,False,False
2026-06-12,3,002971,和远气体,6.0,58.03,True,False
2026-06-12,4,600500,中化国际,6.0,7.93,True,False
2026-06-12,5,688549,中巨芯,6.0,24.85,False,True
